ahe,bachelor,female,age
6.67,0.00,0.00,34.00
17.31,0.00,0.00,30.00
12.02,0.00,0.00,32.00
20.09,1.00,0.00,33.00
24.04,1.00,0.00,29.00
12.98,0.00,0.00,28.00
16.83,0.00,0.00,29.00
8.79,0.00,1.00,29.00
7.12,0.00,0.00,32.00
10.26,1.00,1.00,30.00
7.21,0.00,0.00,30.00
8.39,0.00,0.00,28.00
12.02,0.00,0.00,31.00
12.09,0.00,0.00,32.00
9.23,0.00,0.00,32.00
10.63,0.00,0.00,29.00
12.98,1.00,1.00,33.00
18.38,0.00,0.00,28.00
12.02,1.00,1.00,29.00
14.50,0.00,0.00,30.00
11.32,0.00,1.00,31.00
13.62,0.00,1.00,26.00
7.75,0.00,0.00,26.00
14.42,1.00,0.00,30.00
8.00,0.00,0.00,33.00
15.70,0.00,0.00,30.00
12.64,0.00,1.00,29.00
27.88,1.00,1.00,33.00
17.09,1.00,1.00,29.00
19.23,1.00,0.00,29.00
10.26,0.00,0.00,29.00
10.26,1.00,1.00,26.00
10.58,0.00,1.00,34.00
8.01,0.00,0.00,32.00
14.90,0.00,1.00,26.00
9.23,0.00,0.00,27.00
12.00,0.00,0.00,28.00
14.69,0.00,0.00,31.00
12.02,0.00,1.00,28.00
36.06,0.00,0.00,33.00
14.50,0.00,0.00,32.00
14.07,1.00,0.00,27.00
12.59,1.00,0.00,28.00
15.44,0.00,0.00,32.00
10.62,0.00,0.00,28.00
17.79,0.00,0.00,27.00
19.62,1.00,0.00,29.00
5.77,0.00,1.00,32.00
14.42,0.00,1.00,26.00
9.62,0.00,1.00,26.00
14.42,0.00,0.00,28.00
16.24,0.00,1.00,33.00
8.24,0.00,1.00,29.00
11.06,0.00,0.00,28.00
19.23,1.00,0.00,26.00
7.80,0.00,1.00,33.00
21.68,0.00,0.00,34.00
12.02,0.00,1.00,31.00
9.08,1.00,1.00,26.00
28.85,0.00,0.00,27.00
32.21,1.00,1.00,31.00
8.65,0.00,1.00,33.00
14.42,0.00,0.00,33.00
17.48,0.00,0.00,30.00
12.02,1.00,1.00,29.00
46.15,1.00,1.00,34.00
15.87,0.00,1.00,27.00
11.06,0.00,0.00,28.00
8.41,0.00,0.00,25.00
10.10,0.00,1.00,26.00
19.71,0.00,0.00,29.00
6.41,0.00,1.00,34.00
10.49,0.00,0.00,34.00
5.49,0.00,1.00,25.00
17.75,1.00,0.00,27.00
14.42,0.00,0.00,32.00
7.69,0.00,0.00,32.00
11.00,0.00,0.00,27.00
13.94,0.00,1.00,33.00
22.60,0.00,0.00,34.00
16.25,0.00,0.00,29.00
22.22,0.00,1.00,34.00
18.32,0.00,0.00,30.00
12.34,0.00,1.00,33.00
14.73,1.00,0.00,26.00
21.98,1.00,1.00,30.00
14.42,1.00,1.00,31.00
7.12,0.00,1.00,33.00
15.38,0.00,0.00,34.00
6.73,0.00,0.00,26.00
10.10,1.00,0.00,27.00
7.50,0.00,0.00,26.00
19.38,1.00,1.00,28.00
33.65,1.00,0.00,32.00
12.50,0.00,1.00,29.00
26.92,1.00,0.00,30.00
25.77,1.00,1.00,27.00
11.25,1.00,0.00,25.00
7.69,1.00,1.00,26.00
10.99,0.00,0.00,29.00
11.76,1.00,0.00,27.00
8.33,1.00,1.00,26.00
15.38,0.00,0.00,33.00
28.85,1.00,0.00,29.00
33.65,1.00,0.00,33.00
6.92,0.00,1.00,25.00
7.50,0.00,0.00,26.00
13.62,0.00,0.00,33.00
11.54,0.00,1.00,32.00
10.26,1.00,0.00,30.00
16.83,1.00,1.00,30.00
19.23,0.00,0.00,33.00
14.40,1.00,1.00,33.00
12.82,0.00,0.00,31.00
14.29,0.00,1.00,30.00
17.79,0.00,0.00,26.00
12.26,1.00,1.00,26.00
16.14,0.00,0.00,28.00
8.17,1.00,1.00,25.00
20.27,1.00,1.00,29.00
15.38,1.00,0.00,28.00
13.29,1.00,1.00,34.00
31.25,1.00,1.00,33.00
16.83,1.00,1.00,32.00
11.54,0.00,1.00,32.00
14.42,1.00,1.00,33.00
12.98,1.00,1.00,34.00
28.85,1.00,1.00,31.00
46.15,1.00,0.00,34.00
21.15,1.00,1.00,30.00
14.96,1.00,1.00,28.00
9.25,0.00,1.00,29.00
6.41,0.00,1.00,31.00
21.67,0.00,0.00,31.00
25.00,0.00,0.00,31.00
26.44,0.00,0.00,33.00
13.94,0.00,0.00,32.00
3.21,1.00,0.00,34.00
9.59,0.00,0.00,34.00
17.31,0.00,0.00,29.00
11.00,1.00,0.00,25.00
33.65,1.00,0.00,32.00
10.58,1.00,1.00,32.00
15.38,0.00,0.00,31.00
14.42,0.00,1.00,31.00
9.62,0.00,0.00,25.00
19.23,1.00,0.00,27.00
20.09,0.00,0.00,30.00
15.38,0.00,0.00,31.00
28.85,0.00,0.00,31.00
8.08,0.00,1.00,32.00
11.06,0.00,1.00,31.00
26.44,0.00,0.00,29.00
21.15,0.00,0.00,32.00
11.54,0.00,0.00,27.00
14.42,0.00,0.00,27.00
7.40,1.00,0.00,29.00
8.17,0.00,1.00,34.00
17.76,1.00,1.00,34.00
20.99,1.00,0.00,34.00
22.60,1.00,1.00,27.00
31.25,0.00,0.00,34.00
19.23,0.00,0.00,32.00
21.63,1.00,1.00,25.00
20.94,1.00,1.00,32.00
21.37,1.00,0.00,26.00
25.64,1.00,0.00,32.00
12.02,1.00,0.00,30.00
14.42,0.00,0.00,26.00
17.89,1.00,1.00,31.00
6.41,0.00,0.00,31.00
19.23,0.00,0.00,25.00
16.67,0.00,0.00,34.00
10.77,0.00,1.00,34.00
16.83,0.00,0.00,34.00
12.50,0.00,1.00,33.00
30.29,1.00,1.00,33.00
14.90,0.00,1.00,26.00
7.21,0.00,1.00,27.00
40.38,0.00,0.00,34.00
14.42,0.00,0.00,30.00
12.02,0.00,0.00,33.00
12.02,1.00,0.00,25.00
8.33,0.00,1.00,31.00
13.46,0.00,1.00,25.00
7.21,0.00,1.00,34.00
18.63,0.00,0.00,25.00
5.26,0.00,1.00,29.00
19.23,1.00,1.00,34.00
16.83,1.00,0.00,27.00
14.42,1.00,1.00,25.00
6.49,1.00,1.00,28.00
13.17,1.00,0.00,27.00
17.31,0.00,1.00,30.00
9.13,0.00,1.00,27.00
9.50,0.00,0.00,32.00
13.49,0.00,0.00,26.00
15.00,0.00,0.00,27.00
25.00,1.00,0.00,31.00
24.04,1.00,0.00,27.00
25.00,1.00,0.00,31.00
7.93,1.00,0.00,34.00
12.50,0.00,1.00,34.00
41.95,1.00,0.00,32.00
11.37,0.00,0.00,30.00
21.06,0.00,0.00,27.00
8.99,0.00,1.00,34.00
10.26,1.00,1.00,27.00
16.67,1.00,0.00,34.00
24.04,1.00,0.00,25.00
17.50,1.00,0.00,29.00
32.21,1.00,1.00,34.00
5.29,1.00,1.00,29.00
8.12,0.00,0.00,26.00
39.42,1.00,1.00,34.00
8.74,1.00,0.00,31.00
10.58,0.00,0.00,28.00
37.02,1.00,1.00,30.00
51.92,1.00,0.00,32.00
8.01,0.00,0.00,34.00
14.42,0.00,1.00,29.00
9.50,0.00,0.00,26.00
10.10,1.00,0.00,31.00
19.23,0.00,1.00,26.00
25.08,0.00,0.00,32.00
19.23,1.00,0.00,26.00
43.36,1.00,0.00,34.00
9.62,0.00,0.00,33.00
16.83,1.00,1.00,31.00
14.42,1.00,1.00,28.00
14.42,0.00,1.00,31.00
23.50,1.00,1.00,31.00
12.00,0.00,0.00,28.00
10.94,1.00,0.00,28.00
12.98,1.00,1.00,32.00
12.02,0.00,0.00,29.00
12.50,0.00,1.00,34.00
12.18,0.00,1.00,25.00
12.02,0.00,1.00,34.00
25.00,1.00,0.00,29.00
8.17,0.00,1.00,26.00
6.54,1.00,0.00,34.00
7.21,0.00,1.00,32.00
9.62,0.00,1.00,33.00
26.44,0.00,0.00,25.00
16.06,0.00,1.00,30.00
19.23,0.00,0.00,31.00
5.77,0.00,0.00,26.00
10.10,0.00,0.00,30.00
9.62,0.00,1.00,26.00
15.38,0.00,0.00,29.00
19.23,0.00,1.00,34.00
15.73,0.00,0.00,25.00
24.04,0.00,0.00,27.00
25.00,1.00,0.00,30.00
19.23,1.00,0.00,33.00
18.51,1.00,0.00,29.00
17.31,1.00,1.00,34.00
12.02,1.00,1.00,29.00
9.38,1.00,1.00,29.00
27.88,1.00,1.00,26.00
11.54,1.00,1.00,30.00
18.75,0.00,0.00,31.00
17.62,1.00,1.00,34.00
9.81,0.00,0.00,29.00
12.94,0.00,0.00,25.00
25.64,1.00,0.00,33.00
14.42,0.00,0.00,26.00
24.04,0.00,0.00,31.00
7.21,0.00,1.00,28.00
33.65,1.00,0.00,32.00
23.72,1.00,1.00,32.00
12.98,0.00,0.00,30.00
4.81,0.00,0.00,29.00
11.06,0.00,0.00,27.00
12.98,0.00,1.00,26.00
11.06,0.00,0.00,28.00
13.64,1.00,0.00,34.00
36.06,1.00,0.00,33.00
24.04,1.00,0.00,34.00
16.35,0.00,1.00,27.00
48.08,1.00,0.00,26.00
21.98,0.00,0.00,32.00
11.92,0.00,0.00,32.00
9.62,0.00,1.00,32.00
20.19,0.00,1.00,31.00
12.31,1.00,0.00,30.00
6.00,1.00,1.00,33.00
18.27,1.00,1.00,29.00
12.02,1.00,1.00,34.00
10.68,0.00,0.00,26.00
15.59,0.00,1.00,33.00
18.22,1.00,1.00,29.00
14.42,1.00,1.00,30.00
9.62,0.00,1.00,30.00
5.77,0.00,0.00,25.00
12.24,0.00,0.00,29.00
11.00,0.00,1.00,25.00
12.02,0.00,0.00,34.00
16.83,1.00,0.00,31.00
21.63,0.00,0.00,28.00
6.39,0.00,0.00,31.00
16.83,1.00,1.00,29.00
5.77,1.00,0.00,28.00
5.77,0.00,1.00,30.00
14.32,0.00,1.00,31.00
19.23,0.00,0.00,32.00
19.23,1.00,1.00,29.00
16.92,0.00,1.00,31.00
22.12,1.00,0.00,32.00
13.31,1.00,1.00,34.00
24.04,1.00,0.00,33.00
15.93,1.00,1.00,25.00
16.83,1.00,0.00,30.00
16.48,0.00,0.00,27.00
11.54,0.00,0.00,26.00
12.98,0.00,1.00,29.00
17.19,0.00,0.00,32.00
8.55,0.00,0.00,32.00
20.43,1.00,0.00,30.00
31.20,1.00,0.00,31.00
13.33,0.00,0.00,34.00
43.85,1.00,1.00,34.00
11.06,0.00,0.00,31.00
19.23,1.00,1.00,34.00
24.04,0.00,0.00,33.00
15.38,0.00,0.00,29.00
12.50,0.00,0.00,28.00
23.50,1.00,1.00,34.00
14.42,0.00,0.00,29.00
19.23,0.00,1.00,33.00
18.27,1.00,0.00,29.00
21.63,1.00,0.00,32.00
41.35,1.00,1.00,29.00
21.15,1.00,1.00,26.00
16.03,1.00,1.00,29.00
31.25,1.00,0.00,30.00
25.48,1.00,0.00,31.00
12.82,1.00,1.00,25.00
19.23,0.00,0.00,32.00
24.04,1.00,1.00,26.00
33.65,1.00,0.00,32.00
23.56,0.00,0.00,32.00
25.64,1.00,1.00,27.00
25.68,1.00,1.00,27.00
30.77,0.00,0.00,30.00
26.44,0.00,1.00,33.00
13.16,0.00,0.00,33.00
23.08,1.00,1.00,34.00
16.83,1.00,0.00,28.00
26.92,0.00,0.00,30.00
15.87,0.00,1.00,26.00
12.02,0.00,0.00,31.00
19.23,0.00,0.00,34.00
7.69,0.00,1.00,29.00
12.09,0.00,1.00,32.00
16.83,0.00,0.00,25.00
11.54,1.00,1.00,29.00
19.23,1.00,0.00,27.00
27.04,1.00,1.00,27.00
23.39,1.00,0.00,27.00
7.21,0.00,1.00,28.00
25.48,1.00,1.00,26.00
6.25,0.00,1.00,29.00
4.81,0.00,1.00,34.00
8.65,0.00,0.00,27.00
12.98,0.00,0.00,29.00
11.54,1.00,1.00,33.00
9.13,0.00,0.00,25.00
16.48,1.00,1.00,28.00
10.58,0.00,0.00,29.00
12.98,0.00,0.00,26.00
33.28,1.00,0.00,27.00
13.46,0.00,0.00,26.00
8.24,0.00,1.00,32.00
9.62,0.00,0.00,34.00
4.17,1.00,0.00,26.00
13.19,0.00,0.00,29.00
8.00,0.00,1.00,33.00
14.42,0.00,0.00,26.00
8.65,0.00,0.00,28.00
16.92,0.00,0.00,31.00
11.99,1.00,1.00,31.00
11.54,0.00,0.00,34.00
22.36,1.00,1.00,34.00
28.85,1.00,1.00,32.00
9.13,0.00,0.00,27.00
23.08,0.00,1.00,34.00
8.00,0.00,1.00,30.00
9.35,0.00,0.00,33.00
10.00,0.00,0.00,30.00
2.81,0.00,0.00,28.00
10.58,0.00,0.00,33.00
18.18,0.00,0.00,25.00
5.00,0.00,0.00,26.00
9.62,1.00,0.00,25.00
14.47,0.00,0.00,31.00
15.38,0.00,0.00,32.00
19.23,0.00,0.00,33.00
22.19,1.00,0.00,34.00
12.94,0.00,0.00,30.00
15.38,0.00,1.00,25.00
6.59,0.00,1.00,27.00
24.57,1.00,1.00,32.00
12.98,0.00,0.00,27.00
15.30,0.00,0.00,32.00
12.44,0.00,1.00,25.00
23.08,0.00,0.00,28.00
16.83,1.00,0.00,32.00
12.02,0.00,0.00,28.00
7.69,0.00,1.00,28.00
9.62,0.00,0.00,30.00
20.43,0.00,0.00,31.00
10.58,0.00,1.00,31.00
10.76,0.00,0.00,28.00
12.74,0.00,1.00,34.00
12.98,0.00,1.00,25.00
6.25,0.00,0.00,26.00
36.06,1.00,0.00,34.00
24.04,1.00,1.00,34.00
19.23,0.00,0.00,30.00
25.96,0.00,0.00,31.00
19.23,0.00,1.00,25.00
9.62,1.00,1.00,29.00
28.85,0.00,0.00,34.00
11.06,0.00,0.00,33.00
11.54,1.00,1.00,25.00
19.23,1.00,1.00,29.00
17.79,1.00,0.00,33.00
19.23,1.00,1.00,29.00
18.65,1.00,1.00,28.00
14.42,0.00,0.00,30.00
17.79,0.00,0.00,34.00
34.72,0.00,0.00,31.00
21.63,1.00,0.00,29.00
38.46,1.00,1.00,28.00
22.12,1.00,1.00,34.00
5.08,1.00,0.00,31.00
17.79,0.00,0.00,34.00
14.42,1.00,1.00,28.00
14.42,1.00,1.00,26.00
49.52,1.00,1.00,29.00
6.24,1.00,1.00,28.00
13.46,0.00,1.00,25.00
7.21,0.00,0.00,33.00
26.44,1.00,1.00,30.00
23.93,1.00,0.00,30.00
19.23,0.00,1.00,29.00
19.23,1.00,1.00,31.00
18.27,0.00,0.00,34.00
34.62,1.00,0.00,34.00
13.46,1.00,1.00,33.00
28.85,1.00,1.00,30.00
24.04,1.00,0.00,31.00
12.98,0.00,0.00,29.00
24.04,0.00,0.00,29.00
12.50,0.00,1.00,25.00
28.85,1.00,1.00,26.00
26.92,1.00,1.00,26.00
14.18,1.00,1.00,26.00
10.26,1.00,0.00,28.00
13.75,1.00,0.00,26.00
15.00,0.00,0.00,34.00
12.40,0.00,1.00,30.00
15.87,1.00,0.00,28.00
17.79,1.00,0.00,25.00
26.44,1.00,0.00,33.00
8.17,0.00,1.00,31.00
15.00,0.00,0.00,27.00
19.23,1.00,1.00,30.00
27.31,1.00,1.00,33.00
15.38,0.00,0.00,26.00
18.27,0.00,1.00,34.00
11.97,0.00,0.00,32.00
34.62,1.00,0.00,30.00
14.66,1.00,1.00,25.00
18.27,1.00,1.00,25.00
6.73,0.00,0.00,26.00
12.31,1.00,0.00,27.00
8.75,0.00,0.00,30.00
6.73,0.00,1.00,28.00
24.04,1.00,0.00,31.00
21.63,1.00,1.00,34.00
18.46,1.00,0.00,29.00
20.67,0.00,0.00,32.00
26.92,1.00,0.00,30.00
19.23,1.00,1.00,32.00
9.62,0.00,0.00,30.00
26.92,1.00,1.00,29.00
18.27,0.00,0.00,30.00
14.05,1.00,0.00,28.00
9.25,0.00,1.00,34.00
24.04,1.00,1.00,31.00
10.58,1.00,1.00,30.00
15.00,0.00,0.00,29.00
12.98,1.00,1.00,31.00
18.51,1.00,0.00,26.00
14.42,0.00,1.00,34.00
2.86,0.00,0.00,26.00
34.19,0.00,0.00,30.00
9.89,1.00,1.00,33.00
7.82,0.00,0.00,30.00
6.92,0.00,0.00,27.00
9.62,0.00,0.00,25.00
16.83,1.00,0.00,30.00
12.31,1.00,1.00,32.00
7.69,0.00,1.00,32.00
15.38,1.00,1.00,34.00
19.71,1.00,1.00,29.00
7.21,1.00,0.00,30.00
14.42,1.00,1.00,33.00
16.54,0.00,0.00,27.00
11.54,0.00,0.00,29.00
27.40,0.00,0.00,32.00
15.73,0.00,1.00,32.00
39.45,0.00,0.00,29.00
27.24,1.00,0.00,30.00
19.23,0.00,1.00,34.00
9.62,1.00,1.00,27.00
24.23,0.00,0.00,30.00
21.15,1.00,1.00,31.00
10.40,0.00,1.00,33.00
18.08,0.00,0.00,30.00
14.42,0.00,0.00,33.00
13.25,0.00,0.00,26.00
26.50,0.00,0.00,27.00
26.44,0.00,0.00,27.00
11.54,0.00,0.00,25.00
12.50,0.00,1.00,28.00
31.25,1.00,1.00,27.00
20.00,1.00,0.00,29.00
21.39,1.00,0.00,30.00
16.83,1.00,1.00,34.00
17.31,0.00,0.00,28.00
36.06,1.00,0.00,34.00
25.30,1.00,1.00,34.00
7.21,1.00,0.00,27.00
12.98,1.00,1.00,25.00
13.46,1.00,1.00,28.00
22.12,1.00,0.00,26.00
7.69,0.00,1.00,28.00
27.47,0.00,0.00,33.00
16.11,0.00,1.00,29.00
14.42,1.00,1.00,28.00
18.27,1.00,0.00,33.00
15.38,0.00,1.00,29.00
19.71,0.00,1.00,28.00
17.16,1.00,1.00,30.00
19.23,1.00,1.00,34.00
5.50,0.00,0.00,34.00
28.85,1.00,1.00,34.00
21.63,1.00,0.00,33.00
19.23,1.00,0.00,34.00
18.27,1.00,1.00,28.00
20.34,1.00,1.00,29.00
17.03,1.00,1.00,31.00
31.25,1.00,1.00,26.00
48.08,1.00,1.00,25.00
11.54,0.00,0.00,28.00
13.46,0.00,1.00,28.00
18.75,0.00,1.00,30.00
12.98,1.00,1.00,29.00
13.46,1.00,0.00,26.00
19.23,1.00,1.00,29.00
10.00,1.00,0.00,27.00
20.19,1.00,1.00,30.00
18.16,0.00,0.00,26.00
24.04,0.00,1.00,34.00
7.69,0.00,1.00,27.00
31.25,0.00,0.00,33.00
18.59,0.00,0.00,32.00
38.46,1.00,1.00,30.00
10.23,1.00,1.00,28.00
24.04,1.00,1.00,27.00
30.36,1.00,0.00,30.00
14.42,0.00,0.00,32.00
24.04,1.00,1.00,34.00
10.00,0.00,0.00,26.00
16.35,0.00,0.00,33.00
8.24,0.00,0.00,34.00
12.02,0.00,1.00,30.00
14.23,0.00,1.00,25.00
6.25,0.00,1.00,28.00
13.46,1.00,1.00,25.00
24.04,1.00,0.00,32.00
13.51,0.00,0.00,26.00
19.87,1.00,0.00,29.00
15.87,0.00,0.00,34.00
5.24,1.00,1.00,28.00
15.38,1.00,1.00,26.00
16.83,0.00,0.00,33.00
18.27,1.00,0.00,30.00
10.68,1.00,0.00,29.00
14.42,1.00,1.00,34.00
14.25,1.00,1.00,27.00
20.19,1.00,1.00,34.00
28.85,1.00,0.00,33.00
14.96,1.00,1.00,32.00
15.38,1.00,1.00,27.00
20.94,1.00,0.00,34.00
16.20,0.00,0.00,29.00
53.42,1.00,0.00,30.00
14.42,0.00,0.00,32.00
25.00,1.00,1.00,33.00
10.58,0.00,0.00,30.00
11.06,1.00,1.00,25.00
19.78,0.00,1.00,32.00
7.21,0.00,0.00,28.00
17.31,1.00,0.00,25.00
42.74,1.00,0.00,32.00
17.31,0.00,0.00,26.00
9.62,0.00,0.00,28.00
25.44,1.00,1.00,34.00
16.83,0.00,1.00,32.00
12.25,1.00,0.00,34.00
20.34,0.00,0.00,27.00
21.37,1.00,1.00,27.00
18.75,1.00,0.00,32.00
14.47,1.00,1.00,30.00
25.30,0.00,0.00,25.00
19.23,1.00,0.00,33.00
11.09,1.00,1.00,31.00
23.04,1.00,1.00,34.00
12.31,0.00,0.00,30.00
13.64,0.00,0.00,27.00
45.67,1.00,0.00,32.00
31.25,0.00,0.00,28.00
10.10,0.00,1.00,34.00
12.02,0.00,1.00,33.00
28.85,1.00,0.00,32.00
36.32,1.00,0.00,33.00
7.69,0.00,0.00,30.00
16.83,1.00,1.00,28.00
26.15,1.00,0.00,29.00
29.23,1.00,1.00,31.00
19.23,0.00,0.00,28.00
36.06,1.00,0.00,33.00
23.85,1.00,0.00,31.00
27.31,1.00,1.00,32.00
17.79,1.00,0.00,33.00
20.58,0.00,0.00,32.00
11.11,1.00,1.00,34.00
15.87,1.00,1.00,33.00
2.71,0.00,1.00,32.00
12.02,0.00,0.00,33.00
12.50,1.00,1.00,30.00
31.25,1.00,0.00,28.00
11.54,0.00,0.00,27.00
11.54,0.00,0.00,27.00
8.17,0.00,1.00,27.00
5.55,0.00,0.00,25.00
11.54,1.00,1.00,31.00
19.23,1.00,1.00,29.00
7.21,0.00,1.00,28.00
13.03,1.00,1.00,27.00
20.83,1.00,0.00,27.00
12.02,0.00,0.00,28.00
12.02,0.00,0.00,26.00
16.83,0.00,0.00,25.00
13.22,0.00,0.00,26.00
8.31,0.00,0.00,25.00
9.55,0.00,1.00,25.00
16.35,0.00,0.00,33.00
14.42,0.00,1.00,33.00
16.83,0.00,0.00,29.00
15.44,0.00,0.00,32.00
12.18,0.00,0.00,31.00
9.13,1.00,1.00,28.00
57.69,0.00,0.00,25.00
23.56,0.00,0.00,34.00
11.54,1.00,0.00,27.00
8.24,1.00,0.00,33.00
13.46,1.00,1.00,26.00
11.22,1.00,0.00,26.00
4.81,0.00,1.00,26.00
13.94,0.00,0.00,29.00
23.08,0.00,0.00,30.00
17.31,1.00,0.00,26.00
17.79,0.00,1.00,33.00
9.62,0.00,1.00,33.00
8.65,0.00,0.00,34.00
16.35,0.00,0.00,26.00
11.15,0.00,0.00,28.00
11.06,0.00,0.00,25.00
11.54,1.00,1.00,29.00
18.08,0.00,0.00,31.00
18.80,1.00,0.00,32.00
16.78,1.00,1.00,33.00
5.77,1.00,1.00,28.00
4.81,1.00,0.00,34.00
28.85,0.00,0.00,31.00
16.46,1.00,0.00,28.00
13.04,0.00,1.00,27.00
6.41,0.00,0.00,32.00
15.87,1.00,1.00,32.00
12.02,0.00,1.00,31.00
15.73,0.00,0.00,30.00
14.96,1.00,1.00,32.00
12.15,0.00,1.00,33.00
18.27,1.00,1.00,31.00
14.16,0.00,0.00,29.00
2.16,0.00,1.00,31.00
14.42,0.00,0.00,29.00
14.42,1.00,1.00,28.00
9.34,0.00,1.00,26.00
11.54,0.00,1.00,33.00
12.86,0.00,0.00,28.00
12.02,1.00,1.00,26.00
6.25,0.00,0.00,25.00
37.41,0.00,1.00,25.00
12.94,1.00,0.00,26.00
17.31,1.00,0.00,31.00
25.00,1.00,1.00,25.00
13.46,0.00,0.00,30.00
18.22,1.00,1.00,25.00
8.17,1.00,0.00,25.00
17.31,0.00,1.00,25.00
13.46,0.00,0.00,32.00
9.59,1.00,1.00,29.00
22.60,0.00,1.00,27.00
10.58,0.00,0.00,26.00
12.82,0.00,1.00,26.00
15.87,0.00,1.00,26.00
6.15,0.00,0.00,29.00
7.21,1.00,1.00,31.00
28.85,0.00,0.00,27.00
5.77,0.00,1.00,25.00
10.68,0.00,1.00,30.00
11.97,0.00,0.00,27.00
14.42,1.00,0.00,26.00
5.77,1.00,1.00,27.00
14.42,0.00,0.00,34.00
11.54,1.00,1.00,27.00
19.81,1.00,0.00,25.00
20.77,1.00,0.00,26.00
23.08,1.00,0.00,29.00
22.77,1.00,1.00,27.00
25.96,1.00,0.00,27.00
19.71,1.00,1.00,29.00
6.44,1.00,1.00,25.00
11.54,1.00,0.00,25.00
13.19,0.00,1.00,26.00
19.23,1.00,1.00,34.00
31.14,1.00,0.00,33.00
12.50,1.00,1.00,25.00
12.02,1.00,0.00,34.00
18.46,1.00,0.00,34.00
16.95,1.00,1.00,25.00
43.27,0.00,0.00,30.00
9.62,0.00,0.00,26.00
46.92,1.00,0.00,33.00
9.62,0.00,0.00,30.00
10.99,1.00,1.00,34.00
18.99,1.00,1.00,25.00
11.54,1.00,1.00,33.00
15.20,1.00,0.00,27.00
14.30,1.00,1.00,25.00
14.42,0.00,0.00,30.00
6.41,1.00,1.00,28.00
10.44,1.00,1.00,27.00
11.54,1.00,1.00,27.00
12.98,0.00,0.00,27.00
24.04,0.00,1.00,30.00
6.73,0.00,0.00,31.00
23.56,1.00,0.00,31.00
30.77,1.00,1.00,30.00
7.69,0.00,1.00,27.00
25.00,0.00,0.00,34.00
12.39,1.00,1.00,32.00
18.27,1.00,1.00,30.00
9.62,0.00,1.00,26.00
29.59,1.00,1.00,26.00
18.32,0.00,0.00,31.00
3.73,0.00,1.00,33.00
5.77,0.00,1.00,33.00
9.13,0.00,0.00,33.00
11.54,0.00,1.00,34.00
47.01,1.00,1.00,25.00
13.46,0.00,0.00,25.00
40.87,1.00,0.00,32.00
21.15,0.00,1.00,29.00
28.85,0.00,0.00,26.00
16.83,0.00,1.00,32.00
38.46,1.00,0.00,32.00
12.50,0.00,0.00,31.00
30.77,1.00,0.00,34.00
16.83,1.00,1.00,30.00
10.68,1.00,1.00,31.00
37.02,1.00,0.00,26.00
7.69,0.00,0.00,27.00
41.35,1.00,1.00,31.00
5.77,0.00,1.00,31.00
10.17,1.00,1.00,26.00
17.95,1.00,0.00,27.00
14.96,1.00,1.00,30.00
14.42,1.00,1.00,32.00
11.54,1.00,1.00,29.00
12.98,0.00,1.00,28.00
19.23,0.00,0.00,33.00
20.19,1.00,0.00,32.00
35.58,1.00,1.00,29.00
36.54,1.00,1.00,32.00
32.21,1.00,0.00,28.00
12.50,1.00,1.00,29.00
14.10,1.00,0.00,25.00
4.81,0.00,0.00,31.00
11.81,0.00,0.00,33.00
5.77,0.00,0.00,27.00
8.65,0.00,0.00,26.00
11.54,0.00,1.00,25.00
23.56,1.00,1.00,28.00
22.11,1.00,1.00,27.00
8.65,0.00,0.00,27.00
14.42,0.00,1.00,33.00
14.42,0.00,0.00,31.00
15.38,0.00,0.00,29.00
8.90,0.00,1.00,28.00
16.03,0.00,0.00,32.00
22.12,0.00,1.00,30.00
11.50,1.00,0.00,30.00
11.54,1.00,1.00,26.00
12.88,0.00,0.00,32.00
12.50,0.00,1.00,28.00
5.38,0.00,1.00,25.00
4.65,1.00,0.00,29.00
14.42,0.00,1.00,34.00
15.00,0.00,1.00,25.00
12.50,0.00,0.00,25.00
15.00,0.00,1.00,34.00
12.50,0.00,0.00,33.00
12.98,0.00,1.00,30.00
19.23,0.00,0.00,33.00
16.83,1.00,1.00,34.00
5.00,0.00,1.00,27.00
12.02,0.00,0.00,27.00
16.48,1.00,1.00,31.00
17.31,1.00,0.00,26.00
15.38,0.00,1.00,27.00
10.99,0.00,1.00,25.00
10.58,0.00,1.00,30.00
9.62,0.00,0.00,32.00
7.45,0.00,0.00,29.00
5.77,0.00,0.00,30.00
21.37,1.00,0.00,34.00
33.65,0.00,1.00,29.00
17.31,1.00,0.00,34.00
19.23,0.00,1.00,30.00
19.23,1.00,1.00,29.00
43.27,1.00,0.00,33.00
9.62,0.00,1.00,30.00
12.50,0.00,0.00,34.00
21.63,0.00,0.00,32.00
20.19,1.00,1.00,34.00
22.12,0.00,0.00,30.00
10.58,0.00,1.00,33.00
2.64,0.00,0.00,28.00
24.04,1.00,0.00,29.00
6.73,0.00,1.00,28.00
18.27,1.00,1.00,30.00
12.02,1.00,0.00,32.00
14.90,0.00,1.00,25.00
16.15,1.00,0.00,33.00
14.90,1.00,1.00,33.00
28.22,0.00,0.00,34.00
8.80,0.00,0.00,29.00
10.69,0.00,1.00,33.00
10.68,0.00,1.00,33.00
14.78,0.00,0.00,31.00
25.00,0.00,0.00,30.00
8.65,0.00,1.00,30.00
38.46,0.00,1.00,32.00
19.43,1.00,0.00,33.00
19.71,0.00,0.00,34.00
12.50,0.00,1.00,32.00
